[5436, 5.8253484293315e-05]
[7649, 6.274770369768424e-05]
[10074, 6.274837316508205e-05]
[10075, 6.274837316508205e-05]
[10076, 6.274837316508205e-05]
[10077, 6.274837316508205e-05]
[10078, 6.274837316508205e-05]
[6067, 6.274928113388054e-05]
[6068, 6.274928113388054e-05]
[6069, 6.274928113388054e-05]
[10021, 6.275037457436891e-05]
[7281, 6.27507540060733e-05]
[9141, 6.275216311555791e-05]
[8618, 6.275781219112987e-05]
[5024, 6.275813805374488e-05]
[5027, 6.275813805374488e-05]
[8119, 6.276874626082453e-05]
[8121, 6.276874626082453e-05]
[6854, 6.277186721624059e-05]
[10330, 6.277414176372243e-05]
[10331, 6.277414176372243e-05]
[10332, 6.277414176372243e-05]
[10333, 6.277414176372243e-05]
[6518, 6.27756315917654e-05]
[6520, 6.27756315917654e-05]
[6522, 6.27756315917654e-05]
[10620, 6.277755670749134e-05]
[10621, 6.277755670749134e-05]
[1749, 6.278199827086642e-05]
[1753, 6.278199827086642e-05]
[1756, 6.278199827086642e-05]
[4978, 6.278582427437476e-05]
[336, 6.278623073909556e-05]
[341, 6.278623073909556e-05]
[9430, 6.278779522244351e-05]
[8452, 6.279649579007376e-05]
[8453, 6.279649579007376e-05]
[32, 6.279908378240562e-05]
[60, 6.280016643783274e-05]
[62, 6.280016643783274e-05]
[64, 6.280016643783274e-05]
[6739, 6.2800609411054e-05]
[6740, 6.2800609411054e-05]
[6741, 6.2800609411054e-05]
[4622, 6.28009869874476e-05]
[7895, 6.280588323004708e-05]
[7896, 6.280588323004708e-05]
[2549, 6.28144778804035e-05]
[9800, 6.283431580324385e-05]
[10758, 6.283432052691813e-05]
[10759, 6.283432052691813e-05]
[10361, 6.283440568782477e-05]
[10362, 6.283440568782477e-05]
[10643, 6.283490428510635e-05]
[10259, 6.283529415112372e-05]
[10869, 6.283536068794929e-05]
[10870, 6.283536068794929e-05]
[9585, 6.283674022208235e-05]
[10495, 6.283695847107777e-05]
[9613, 6.28392858551076e-05]
[9317, 6.283978392948411e-05]
[10447, 6.283997565976222e-05]
[10637, 6.284153991683835e-05]
[8691, 6.284473404447672e-05]
[9593, 6.284544495234992e-05]
[9595, 6.284544495234992e-05]
[9596, 6.284544495234992e-05]
[9081, 6.284617683267472e-05]
[9082, 6.284617683267472e-05]
[10570, 6.284687877323204e-05]
[10571, 6.284687877323204e-05]
[10572, 6.284687877323204e-05]
[10573, 6.284687877323204e-05]
[10574, 6.284687877323204e-05]
[10575, 6.284687877323204e-05]
[10576, 6.284687877323204e-05]
[8863, 6.284688383278387e-05]
[8864, 6.284688383278387e-05]
[8865, 6.284688383278387e-05]
[10498, 6.284919568763418e-05]
[10499, 6.284919568763418e-05]
[10500, 6.284919568763418e-05]
[8030, 6.285025235150641e-05]
[9571, 6.285083503235862e-05]
[9572, 6.285083503235862e-05]
[3445, 6.28533422303372e-05]
[9747, 6.285359502992701e-05]
[9748, 6.285359502992701e-05]
[9172, 6.285626702656457e-05]
[9173, 6.285626702656457e-05]
[9174, 6.285626702656457e-05]
[9001, 6.285843062982917e-05]
[7371, 6.286121944492341e-05]
[9005, 6.286518479761314e-05]
[9605, 6.28663653439431e-05]
[9606, 6.28663653439431e-05]
[10691, 6.286714981403312e-05]
[5245, 6.286810474081159e-05]
[5246, 6.286810474081159e-05]
[6704, 6.287026423268239e-05]
[6706, 6.287026423268239e-05]
[6709, 6.287026423268239e-05]
[10527, 6.287186086370475e-05]
[10528, 6.287186086370475e-05]
[8783, 6.287262304265797e-05]
[9796, 6.287327865211536e-05]
[9797, 6.287327865211536e-05]
[9597, 6.287363390807137e-05]
[9598, 6.287363390807137e-05]
[9599, 6.287363390807137e-05]
[5697, 6.287599509093093e-05]
[10297, 6.287654545741983e-05]
[10298, 6.287654545741983e-05]
[10299, 6.287654545741983e-05]
[10189, 6.287668036533204e-05]
[10190, 6.287668036533204e-05]
[10191, 6.287668036533204e-05]
[8355, 6.287866732030469e-05]
[10751, 6.287914373601817e-05]
[10752, 6.287914373601817e-05]
[10753, 6.287914373601817e-05]
[10028, 6.287917164605415e-05]
[5106, 6.288122414737889e-05]
[9751, 6.288200567227097e-05]
[10292, 6.2883639444721e-05]
[6788, 6.288610505871796e-05]
[9976, 6.288792458064017e-05]
[9977, 6.288792458064017e-05]
[9978, 6.288792458064017e-05]
[8356, 6.288897043060539e-05]
[9724, 6.288960401453064e-05]
[9725, 6.288960401453064e-05]
[9726, 6.288960401453064e-05]
[4079, 6.28906263775336e-05]
[8912, 6.289090194917099e-05]
[8913, 6.289090194917099e-05]
[9186, 6.289107223109287e-05]
[10476, 6.289199445034807e-05]
[8929, 6.289403367624626e-05]
[7120, 6.289629608986335e-05]
[5828, 6.289663394028361e-05]
[5829, 6.289663394028361e-05]
[8607, 6.290091508194477e-05]
[8918, 6.290142823307678e-05]
[8919, 6.290142823307678e-05]
[9924, 6.290156580106458e-05]
[1803, 6.290245583403958e-05]
[7730, 6.290559365376828e-05]
[9583, 6.290630384840341e-05]
[10037, 6.290695169279226e-05]
[8208, 6.290820681743022e-05]
[8209, 6.290820681743022e-05]
[8211, 6.290820681743022e-05]
[8497, 6.290883990104004e-05]
[8498, 6.290883990104004e-05]
[8500, 6.290883990104004e-05]
[4528, 6.291172804890233e-05]
[9737, 6.291348970472192e-05]
[9739, 6.291348970472192e-05]
[9901, 6.291529551192116e-05]
[9902, 6.291529551192116e-05]
[10397, 6.291543507816249e-05]
[9715, 6.291591148663856e-05]
[10264, 6.29164459829963e-05]
[7922, 6.291696230216712e-05]
[7923, 6.291696230216712e-05]
[9560, 6.29170532860834e-05]
[8567, 6.291859541395097e-05]
[9392, 6.291886044975724e-05]
[9393, 6.291886044975724e-05]
[10276, 6.291996066529185e-05]
[4156, 6.292049493756671e-05]
[4157, 6.292049493756671e-05]
[9535, 6.292146770847124e-05]
[9537, 6.292146770847124e-05]
[9538, 6.292146770847124e-05]
[9320, 6.292237900518598e-05]
[10204, 6.292314482812884e-05]
[10205, 6.292314482812884e-05]
[8638, 6.292349390273302e-05]
[8639, 6.292349390273302e-05]
[8866, 6.29280940427295e-05]
[6266, 6.292817216447452e-05]
[6268, 6.292817216447452e-05]
[6270, 6.292817216447452e-05]
[9984, 6.293032249110218e-05]
[8041, 6.293358037620223e-05]
[8044, 6.293358037620223e-05]
[8967, 6.293535385723775e-05]
[9119, 6.293608305457873e-05]
[8878, 6.293655798082476e-05]
[8879, 6.293655798082476e-05]
[8880, 6.293655798082476e-05]
[8882, 6.293655798082476e-05]
[8657, 6.29368913571676e-05]
[8658, 6.29368913571676e-05]
[9515, 6.293752492260771e-05]
[8290, 6.293845494750492e-05]
[9688, 6.293938351591578e-05]
[9689, 6.293938351591578e-05]
[9690, 6.293938351591578e-05]
[8578, 6.293952517769334e-05]
[10657, 6.294088508835065e-05]
[8168, 6.2941450309411e-05]
[7260, 6.294177127704728e-05]
[7261, 6.294177127704728e-05]
[7263, 6.294177127704728e-05]
[7264, 6.294177127704728e-05]
[10181, 6.294413263184989e-05]
[8874, 6.294904506221531e-05]
[4554, 6.294908806439034e-05]
[555, 6.295252848917732e-05]
[9043, 6.295481313805623e-05]
[7686, 6.295545430480613e-05]
[9910, 6.295699193029125e-05]
[9912, 6.295699193029125e-05]
[9913, 6.295699193029125e-05]
[9914, 6.295699193029125e-05]
[9915, 6.295699193029125e-05]
[9677, 6.295793004220463e-05]
[6923, 6.295846814015734e-05]
[7415, 6.29587155534961e-05]
[8003, 6.29599384653978e-05]
[9657, 6.296070875205534e-05]
[1948, 6.296130461393784e-05]
[10381, 6.296162801763377e-05]
[9729, 6.296295991352594e-05]
[9730, 6.296295991352594e-05]
[7831, 6.296791510883027e-05]
[9236, 6.29696673268607e-05]
[9239, 6.297041053657902e-05]
[7352, 6.297270178441901e-05]
[9382, 6.297637254473733e-05]
[9385, 6.297637254473733e-05]
[9386, 6.297637254473733e-05]
[6672, 6.297644598089498e-05]
[9209, 6.29818648225928e-05]
[8990, 6.29837798037824e-05]
[8991, 6.29837798037824e-05]
[8993, 6.29837798037824e-05]
[4827, 6.298410087515273e-05]
[4828, 6.298410087515273e-05]
[2225, 6.298426058606223e-05]
[2228, 6.298426058606223e-05]
[8582, 6.29856886968223e-05]
[6035, 6.298957768141974e-05]
[9735, 6.298973905939616e-05]
[9736, 6.298973905939616e-05]
[10776, 6.298974815304074e-05]
[10852, 6.29897598824731e-05]
[10853, 6.29897598824731e-05]
[10854, 6.29897598824731e-05]
[10600, 6.298977842811017e-05]
[10667, 6.298994943335128e-05]
[10668, 6.298994943335128e-05]
[10669, 6.298994943335128e-05]
[9630, 6.298998798502466e-05]
[9631, 6.298998798502466e-05]
[10248, 6.299007492868877e-05]
[10252, 6.299007492868877e-05]
[10253, 6.299007492868877e-05]
[10743, 6.299014490244321e-05]
[10744, 6.299014490244321e-05]
[10745, 6.299014490244321e-05]
[10768, 6.299017676115682e-05]
[10769, 6.299017676115682e-05]
[10771, 6.299017676115682e-05]
[10772, 6.299017676115682e-05]
[10773, 6.299017676115682e-05]
[10838, 6.299029152034132e-05]
[10839, 6.299029152034132e-05]
[10840, 6.299029152034132e-05]
[9036, 6.299079443433439e-05]
[9038, 6.299079443433439e-05]
[10309, 6.299203686795263e-05]
[7161, 6.299298215664727e-05]
[10556, 6.299313194198708e-05]
[8885, 6.29936086808635e-05]
[10800, 6.299366321184903e-05]
[10801, 6.299366321184903e-05]
[10593, 6.299387162061292e-05]
[9814, 6.299429104584908e-05]
[9815, 6.299429104584908e-05]
[9842, 6.299532773851905e-05]
[10731, 6.299540403110373e-05]
[10062, 6.299652221719302e-05]
[10287, 6.299711750852261e-05]
[9325, 6.299846782992764e-05]
[9327, 6.299846782992764e-05]
[9328, 6.299846782992764e-05]
[9329, 6.299846782992764e-05]
[10083, 6.299898503730584e-05]
[10085, 6.299898503730584e-05]
[6295, 6.299908601669619e-05]
[6297, 6.299908601669619e-05]
[6298, 6.299908601669619e-05]
[2148, 6.300211021549377e-05]
[2149, 6.300211021549377e-05]
[10601, 6.300222833147457e-05]
[10602, 6.300222833147457e-05]
[10640, 6.30023148975604e-05]
[10641, 6.30023148975604e-05]
[3896, 6.300285753398759e-05]
[9022, 6.300433352356277e-05]
[9023, 6.300433352356277e-05]
[9906, 6.30051172127786e-05]
[9909, 6.30051172127786e-05]
[10502, 6.300624158772611e-05]
[10503, 6.300624158772611e-05]
[10504, 6.300624158772611e-05]
[8066, 6.300625363991093e-05]
[8067, 6.300625363991093e-05]
[9754, 6.300885790778125e-05]
[3766, 6.301373570031972e-05]
[3768, 6.301373570031972e-05]
[7818, 6.301438404394056e-05]
[6099, 6.301885845859815e-05]
[10442, 6.301945238479354e-05]
[10443, 6.301945238479354e-05]
[9062, 6.302025328074721e-05]
[179, 6.30221961629358e-05]
[8223, 6.302523315402877e-05]
[6827, 6.302750954352039e-05]
[8708, 6.303194878428973e-05]
[10370, 6.303430574829278e-05]
[10372, 6.303430574829278e-05]
[2985, 6.30368357953898e-05]
[8572, 6.303700649041156e-05]
[9337, 6.303844290885282e-05]
[9338, 6.303844290885282e-05]
[9340, 6.303844290885282e-05]
[9341, 6.303844290885282e-05]
[9342, 6.303844290885282e-05]
[10683, 6.304015722012187e-05]
[7401, 6.304082237399786e-05]
[8946, 6.304127934404405e-05]
[8986, 6.30426557049383e-05]
[9500, 6.304528067379692e-05]
[4200, 6.304568224071446e-05]
[8299, 6.304577550030884e-05]
[8300, 6.304577550030884e-05]
[655, 6.304597377564248e-05]
[656, 6.304597377564248e-05]
[662, 6.304597377564248e-05]
[8192, 6.304707431574564e-05]
[8193, 6.304707431574564e-05]
[8905, 6.304764128365612e-05]
[8906, 6.304764128365612e-05]
[9818, 6.304917338398477e-05]
[9820, 6.304917338398477e-05]
[10310, 6.305014763298479e-05]
[6581, 6.305032703422253e-05]
[10431, 6.305101163355617e-05]
[8772, 6.305206461663728e-05]
[8774, 6.305206461663728e-05]
[7227, 6.305391732609222e-05]
[10277, 6.305589392517253e-05]
[10278, 6.305589392517253e-05]
[10279, 6.305589392517253e-05]
[9905, 6.305782065677992e-05]
[5652, 6.30579477684428e-05]
[5653, 6.30579477684428e-05]
[10532, 6.305980865359123e-05]
[10533, 6.305980865359123e-05]
[6684, 6.305988877593115e-05]
[6685, 6.305988877593115e-05]
[9638, 6.306062878851375e-05]
[5167, 6.306267284300927e-05]
[5168, 6.306267284300927e-05]
[5170, 6.306267284300927e-05]
[8095, 6.306358126424075e-05]
[10071, 6.306383922909072e-05]
[6959, 6.306747651248061e-05]
[9681, 6.306979296118417e-05]
[9682, 6.306979296118417e-05]
[9683, 6.306979296118417e-05]
[10821, 6.307125528993895e-05]
[10822, 6.307125528993895e-05]
[10823, 6.307125528993895e-05]
[10824, 6.307125528993895e-05]
[9940, 6.307178929098864e-05]
[1624, 6.307230006207661e-05]
[6251, 6.307375043973463e-05]
[6252, 6.307375043973463e-05]
[7158, 6.307387716880311e-05]
[7777, 6.307587644424678e-05]
[7780, 6.307587644424678e-05]
[7781, 6.307587644424678e-05]
[7228, 6.30776051623946e-05]
[7068, 6.308004565724041e-05]
[5312, 6.308198869455285e-05]
[5313, 6.308198869455285e-05]
[4581, 6.308204358184912e-05]
[8226, 6.30834177521995e-05]
[8229, 6.30834177521995e-05]
[7769, 6.308886398851723e-05]
[9402, 6.309010007265099e-05]
[8767, 6.309133314219593e-05]
[8768, 6.309133314219593e-05]
[5875, 6.309310839242165e-05]
[10510, 6.309757915086497e-05]
[10511, 6.309757915086497e-05]
[10512, 6.309757915086497e-05]
[8584, 6.309861673603866e-05]
[8593, 6.310168064337484e-05]
[8595, 6.310168064337484e-05]
[8316, 6.310423403663203e-05]
[8317, 6.310423403663203e-05]
[9449, 6.310524042359316e-05]
[10408, 6.310725890585965e-05]
[10409, 6.310725890585965e-05]
[9101, 6.310858338011877e-05]
[6578, 6.31116582504e-05]
[9064, 6.311207387452884e-05]
[9065, 6.311207387452884e-05]
[9066, 6.311207387452884e-05]
[8297, 6.311578226915484e-05]
[8298, 6.311578226915484e-05]
[5776, 6.31209210715678e-05]
[5778, 6.31209210715678e-05]
[5665, 6.312106265262328e-05]
[5666, 6.312106265262328e-05]
[8078, 6.312228049568391e-05]
[8079, 6.312228049568391e-05]
[8080, 6.312228049568391e-05]
[8081, 6.312228049568391e-05]
[8082, 6.312228049568391e-05]
[8083, 6.312228049568391e-05]
[9791, 6.312346426183947e-05]
[10368, 6.31243404826166e-05]
[10369, 6.31243404826166e-05]
[6236, 6.312572613652752e-05]
[6237, 6.312572613652752e-05]
[10153, 6.312738824546982e-05]
[10154, 6.312738824546982e-05]
[10155, 6.312738824546982e-05]
[5624, 6.312874435013177e-05]
[5625, 6.312874435013177e-05]
[10374, 6.313011017985818e-05]
[9493, 6.313200811776206e-05]
[9494, 6.313200811776206e-05]
[8200, 6.313279439790483e-05]
[8201, 6.313279439790483e-05]
[8173, 6.313357208012234e-05]
[9822, 6.313441014564714e-05]
[8054, 6.313514153961316e-05]
[8056, 6.313514153961316e-05]
[6898, 6.313553583942319e-05]
[7986, 6.313618654236634e-05]
[7988, 6.313618654236634e-05]
[7989, 6.313618654236634e-05]
[7990, 6.313618654236634e-05]
[8146, 6.313819186303133e-05]
[6922, 6.313830898413823e-05]
[1834, 6.313855673753588e-05]
[8061, 6.314022833176084e-05]
[5356, 6.314216563130475e-05]
[7877, 6.314338068856523e-05]
[9149, 6.314422477177977e-05]
[8024, 6.314773672168497e-05]
[8025, 6.314773672168497e-05]
[8847, 6.315188858739535e-05]
[8848, 6.315188858739535e-05]
[8849, 6.315188858739535e-05]
[8850, 6.315188858739535e-05]
[8851, 6.315188858739535e-05]
[4847, 6.315199549676412e-05]
[4850, 6.315199549676412e-05]
[3952, 6.315615050138024e-05]
[3956, 6.315615050138024e-05]
[8181, 6.315661799334078e-05]
[5481, 6.315702952363307e-05]
[5482, 6.315702952363307e-05]
[6875, 6.315895065558634e-05]
[5382, 6.316450530002485e-05]
[7937, 6.31671331012661e-05]
[8747, 6.316732111266298e-05]
[2139, 6.316788026575374e-05]
[8964, 6.316934608365047e-05]
[8965, 6.316934608365047e-05]
[3535, 6.317061020748603e-05]
[43, 6.317084344152122e-05]
[49, 6.317084344152122e-05]
[9532, 6.31711817372905e-05]
[9534, 6.31711817372905e-05]
[3891, 6.31736907061135e-05]
[3892, 6.31736907061135e-05]
[7789, 6.317494294456607e-05]
[7790, 6.317494294456607e-05]
[7791, 6.317494294456607e-05]
[7792, 6.317494294456607e-05]
[4644, 6.317658557054517e-05]
[10658, 6.318002220340043e-05]
[9349, 6.318281062397373e-05]
[9215, 6.318812959925458e-05]
[6513, 6.318817772653476e-05]
[6515, 6.318817772653476e-05]
[6516, 6.318817772653476e-05]
[5087, 6.319279370056896e-05]
[5089, 6.319279370056896e-05]
[7498, 6.319310039101723e-05]
[7499, 6.319310039101723e-05]
[7500, 6.319310039101723e-05]
[7501, 6.319310039101723e-05]
[7502, 6.319310039101723e-05]
[8014, 6.319342042820109e-05]
[7025, 6.319505842163379e-05]
[4640, 6.319657509163644e-05]
[9659, 6.320094199357772e-05]
[9660, 6.320094199357772e-05]
[9661, 6.320094199357772e-05]
[8561, 6.320212991624182e-05]
[7342, 6.320224671895077e-05]
[10765, 6.320242192878868e-05]
[10766, 6.320242192878868e-05]
[10767, 6.320242192878868e-05]
[7841, 6.320876132639122e-05]
[1289, 6.320917428494586e-05]
[1292, 6.320917428494586e-05]
[4367, 6.321057125077388e-05]
[10296, 6.321324648903505e-05]
[1615, 6.322229737506129e-05]
[1617, 6.322229737506129e-05]
[1618, 6.322229737506129e-05]
[2488, 6.32226967822576e-05]
[9167, 6.322421896229035e-05]
[7702, 6.322729496346845e-05]
[3417, 6.322861581925126e-05]
[3422, 6.322861581925126e-05]
[8462, 6.323062446593403e-05]
[8463, 6.323062446593403e-05]
[8464, 6.323062446593403e-05]
[5527, 6.323155456742261e-05]
[10696, 6.32349476101011e-05]
[10697, 6.32349476101011e-05]
[10698, 6.32349476101011e-05]
[10594, 6.324250953471325e-05]
[10595, 6.324250953471325e-05]
[10596, 6.324250953471325e-05]
[9506, 6.324567154545742e-05]
[9507, 6.324567154545742e-05]
[8311, 6.324869120567095e-05]
[8312, 6.324869120567095e-05]
[10704, 6.324879534519249e-05]
[10705, 6.324879534519249e-05]
[9647, 6.325247805102853e-05]
[9969, 6.325469853608579e-05]
[9090, 6.326068591075952e-05]
[6913, 6.326210340914115e-05]
[6914, 6.326210340914115e-05]
[6915, 6.326210340914115e-05]
[5704, 6.32635387574448e-05]
[9891, 6.326865093236882e-05]
[9893, 6.326865093236882e-05]
[10127, 6.326998517292735e-05]
[9945, 6.327278378198053e-05]
[9948, 6.327278378198053e-05]
[4938, 6.327396200143386e-05]
[6113, 6.327512888409772e-05]
[9196, 6.32789935641426e-05]
[9164, 6.328031472577912e-05]
[10224, 6.328217103262794e-05]
[10225, 6.328217103262794e-05]
[10227, 6.328217103262794e-05]
[10228, 6.328217103262794e-05]
[5187, 6.328556616026654e-05]
[5188, 6.328556616026654e-05]
[9157, 6.328768851496744e-05]
[9159, 6.328768851496744e-05]
[7975, 6.328817515308284e-05]
[7976, 6.328817515308284e-05]
[7977, 6.328817515308284e-05]
[7978, 6.328817515308284e-05]
[8212, 6.329386696815996e-05]
[8213, 6.329386696815996e-05]
[4625, 6.329440206830872e-05]
[4626, 6.329440206830872e-05]
[10093, 6.329512015813761e-05]
[10094, 6.329512015813761e-05]
[8475, 6.329556728914343e-05]
[9610, 6.32956146521384e-05]
[6658, 6.330005352153006e-05]
[6659, 6.330005352153006e-05]
[6660, 6.330005352153006e-05]
[9887, 6.330118766983891e-05]
[6534, 6.3303168098808e-05]
[6535, 6.3303168098808e-05]
[4443, 6.330469520306843e-05]
[4444, 6.330469520306843e-05]
[7114, 6.33054961480417e-05]
[7115, 6.33054961480417e-05]
[8709, 6.330828010113342e-05]
[9952, 6.330923006581556e-05]
[5058, 6.330957037077135e-05]
[5059, 6.330957037077135e-05]
[10692, 6.330975409574383e-05]
[10693, 6.330975409574383e-05]
[10694, 6.330975409574383e-05]
[6919, 6.331463414353377e-05]
[10355, 6.331470062204966e-05]
[9961, 6.331790395733632e-05]
[9962, 6.331790395733632e-05]
[9963, 6.331790395733632e-05]
[2023, 6.331931120820257e-05]
[2025, 6.331931120820257e-05]
[2027, 6.331931120820257e-05]
[7890, 6.332039929898305e-05]
[7891, 6.332039929898305e-05]
[8182, 6.332156245501091e-05]
[8565, 6.3321624312598e-05]
[7711, 6.3321791530701e-05]
[5738, 6.332367970745493e-05]
[4381, 6.33253392599541e-05]
[4385, 6.33253392599541e-05]
[7585, 6.332605812672408e-05]
[7586, 6.332605812672408e-05]
[7588, 6.332605812672408e-05]
[6653, 6.332619903678569e-05]
[9084, 6.332663028524051e-05]
[9085, 6.332663028524051e-05]
[10609, 6.332704793134857e-05]
[10610, 6.332704793134857e-05]
[8899, 6.33283656142999e-05]
[8900, 6.33283656142999e-05]
[8902, 6.33283656142999e-05]
[357, 6.332920423770467e-05]
[9344, 6.333563041837484e-05]
[10091, 6.333770260828688e-05]
[10092, 6.333770260828688e-05]
[5486, 6.333896879830874e-05]
[10038, 6.334056191559245e-05]
[8999, 6.334156489088445e-05]
[6902, 6.334293052039991e-05]
[6903, 6.334293052039991e-05]
[4521, 6.334347053497483e-05]
[8927, 6.334442038144219e-05]
[8928, 6.334442038144219e-05]
[7757, 6.334527904152625e-05]
[8886, 6.334532841864633e-05]
[8887, 6.334532841864633e-05]
[10672, 6.334732631403339e-05]
[8637, 6.334813066247868e-05]
[8693, 6.334813066247868e-05]
[4707, 6.33489962180607e-05]
[8808, 6.335044831042003e-05]
[8809, 6.335044831042003e-05]
[9879, 6.335203567518729e-05]
[9881, 6.335203567518729e-05]
[10805, 6.335208161671297e-05]
[10806, 6.335208161671297e-05]
[10807, 6.335208161671297e-05]
[9289, 6.335496726825924e-05]
[9708, 6.335808912871096e-05]
[9709, 6.335808912871096e-05]
[7064, 6.335937636773068e-05]
[7237, 6.335952527186207e-05]
[7573, 6.336101209038724e-05]
[10321, 6.336385058857808e-05]
[10322, 6.336385058857808e-05]
[5421, 6.336566361359948e-05]
[5422, 6.336566361359948e-05]
[5423, 6.336566361359948e-05]
[10604, 6.33672912846178e-05]
[10605, 6.33672912846178e-05]
[9721, 6.33675145865788e-05]
[1453, 6.337112044397321e-05]
[6259, 6.337193933962925e-05]
[7046, 6.337435119516918e-05]
[7047, 6.337435119516918e-05]
[7048, 6.337435119516918e-05]
[6054, 6.337842393968386e-05]
[9509, 6.338025838451095e-05]
[7656, 6.338160683880393e-05]
[8732, 6.338261786284911e-05]
[8733, 6.338261786284911e-05]
[4820, 6.33828505577367e-05]
[5641, 6.338315821037834e-05]
[8430, 6.33849131427932e-05]
[8431, 6.33849131427932e-05]
[9311, 6.339202963498382e-05]
[9312, 6.339202963498382e-05]
[7187, 6.339246598623486e-05]
[8501, 6.339362386738578e-05]
[6737, 6.340427668403715e-05]
[6738, 6.340427668403715e-05]
[2019, 6.340526451094445e-05]
[7652, 6.34077363043753e-05]
[7653, 6.34077363043753e-05]
[6568, 6.340967698147407e-05]
[6776, 6.341585092066047e-05]
[6777, 6.341585092066047e-05]
[6983, 6.341624647507684e-05]
[6984, 6.341624647507684e-05]
[8233, 6.341796052730657e-05]
[5972, 6.342388114454493e-05]
[9788, 6.342488551418607e-05]
[9789, 6.342488551418607e-05]
[3434, 6.342637106789595e-05]
[3436, 6.342637106789595e-05]
[9643, 6.343385079891052e-05]
[9644, 6.343385079891052e-05]
[9645, 6.343385079891052e-05]
[9422, 6.343517156841875e-05]
[9423, 6.343517156841875e-05]
[10059, 6.3436984691736e-05]
[10060, 6.3436984691736e-05]
[10061, 6.3436984691736e-05]
[10680, 6.34376701062043e-05]
[5208, 6.343948297379528e-05]
[5700, 6.344030780212056e-05]
[9632, 6.344126844255378e-05]
[9995, 6.344130067574127e-05]
[9996, 6.344130067574127e-05]
[8608, 6.344141683734988e-05]
[8609, 6.344141683734988e-05]
[3935, 6.344226369580606e-05]
[3937, 6.344226369580606e-05]
[7927, 6.344278925387708e-05]
[7930, 6.344278925387708e-05]
[6553, 6.344902493056512e-05]
[6554, 6.344902493056512e-05]
[10757, 6.34497128747588e-05]
[10812, 6.345052047449388e-05]
[10813, 6.345052047449388e-05]
[10814, 6.345052047449388e-05]
[10815, 6.345052047449388e-05]
[10639, 6.34532228273834e-05]
[2604, 6.345324067798773e-05]
[9078, 6.345647704936514e-05]
[9080, 6.345647704936514e-05]
[9308, 6.345729235136268e-05]
[9310, 6.345729235136268e-05]
[9662, 6.345993913927529e-05]
[9663, 6.345993913927529e-05]
[9664, 6.345993913927529e-05]
[9811, 6.346009682850342e-05]
[9812, 6.346009682850342e-05]
[8062, 6.346304252321645e-05]
[4723, 6.346394825315465e-05]
[2960, 6.347283241888677e-05]
[2965, 6.347283241888677e-05]
[2966, 6.347283241888677e-05]
[7985, 6.347350826636275e-05]
[9733, 6.347430024114942e-05]
[9734, 6.347430024114942e-05]
[2385, 6.347565048737215e-05]
[9672, 6.348290828185412e-05]
[8370, 6.348339729509692e-05]
[8371, 6.348339729509692e-05]
[10015, 6.348342181210376e-05]
[10016, 6.348342181210376e-05]
[7026, 6.348418080162242e-05]
[7028, 6.348418080162242e-05]
[10067, 6.348439752762023e-05]
[7218, 6.34852132439822e-05]
[7457, 6.348637701781133e-05]
[7458, 6.348637701781133e-05]
[8468, 6.348693208971969e-05]
[8469, 6.348693208971969e-05]
[8045, 6.348920298824426e-05]
[8046, 6.348920298824426e-05]
[9779, 6.349048458184914e-05]
[7723, 6.349421574446298e-05]
[9604, 6.349781159055732e-05]
[1170, 6.349853514944994e-05]
[1173, 6.349853514944994e-05]
[8788, 6.350138384970047e-05]
[6094, 6.35017150068622e-05]
[8269, 6.350274307001595e-05]
[8270, 6.350274307001595e-05]
[8271, 6.350274307001595e-05]
[1189, 6.350302632149548e-05]
[1193, 6.350302632149548e-05]
[1195, 6.350302632149548e-05]
[9451, 6.350442506198506e-05]
[9452, 6.350442506198506e-05]
[3620, 6.350515512170287e-05]
[3621, 6.350515512170287e-05]
[3625, 6.350515512170287e-05]
[9097, 6.351032685148204e-05]
[9098, 6.351032685148204e-05]
[9099, 6.351032685148204e-05]
[8272, 6.351178819777134e-05]
[8273, 6.351178819777134e-05]
[8274, 6.351178819777134e-05]
[5364, 6.351473352858535e-05]
[7935, 6.351596872304357e-05]
[1498, 6.35164310404631e-05]
[8824, 6.351782521119076e-05]
[8825, 6.351782521119076e-05]
[7253, 6.351904892848962e-05]
[7254, 6.351904892848962e-05]
[3416, 6.352004863270698e-05]
[3205, 6.35230078646914e-05]
[769, 6.352322225911452e-05]
[770, 6.352322225911452e-05]
[8249, 6.352967073051484e-05]
[7683, 6.353021248896739e-05]
[7684, 6.353021248896739e-05]
[3693, 6.353501953882593e-05]
[3694, 6.353501953882593e-05]
[3695, 6.353501953882593e-05]
[8205, 6.35381986883477e-05]
[8206, 6.35381986883477e-05]
[3251, 6.353973336609997e-05]
[5475, 6.354969264488482e-05]
[9270, 6.354983163483582e-05]
[9618, 6.355134029454083e-05]
[9619, 6.355134029454083e-05]
[9620, 6.355134029454083e-05]
[9202, 6.355295928253052e-05]
[9203, 6.355295928253052e-05]
[9204, 6.355295928253052e-05]
[9205, 6.355295928253052e-05]
[8722, 6.355481143239778e-05]
[8723, 6.355481143239778e-05]
[6124, 6.356168856633697e-05]
[6132, 6.356168856633697e-05]
[6133, 6.356168856633697e-05]
[8123, 6.356178240428426e-05]
[8915, 6.356408542245157e-05]
[8916, 6.356408542245157e-05]
[8917, 6.356408542245157e-05]
[6699, 6.356639215840352e-05]
