[8642, 7.409297789075971e-05]
[235, 7.863088622408069e-05]
[3691, 7.863174320788492e-05]
[2581, 7.864393324201759e-05]
[5953, 7.864447572475848e-05]
[6306, 7.86487259317062e-05]
[3825, 7.865838262654838e-05]
[4280, 7.866426800915682e-05]
[9297, 7.866556269908845e-05]
[974, 7.866686441218435e-05]
[9970, 7.866865083043842e-05]
[3756, 7.866880681508639e-05]
[4832, 7.867039945407824e-05]
[3586, 7.867311238517347e-05]
[3550, 7.867613579423297e-05]
[6675, 7.867796464951152e-05]
[8338, 7.868069030482693e-05]
[4100, 7.86910109746353e-05]
[4493, 7.869105762284311e-05]
[1637, 7.869928883705329e-05]
[678, 7.870166510743314e-05]
[7078, 7.870281433905591e-05]
[7152, 7.870421380639008e-05]
[7565, 7.871895994093187e-05]
[9738, 7.872375824948372e-05]
[8764, 7.873192077157276e-05]
[9302, 7.873209326801041e-05]
[8907, 7.873417159179468e-05]
[1307, 7.873836481101484e-05]
[3041, 7.874244647808936e-05]
[3703, 7.876327454751431e-05]
[6944, 7.876613934989462e-05]
[3321, 7.877257374518351e-05]
[4481, 7.878300547311485e-05]
[3176, 7.878708325104179e-05]
[3170, 7.878918605390138e-05]
[7173, 7.879340295744701e-05]
[1065, 7.880361113719207e-05]
[5068, 7.88061231861941e-05]
[5055, 7.880955749639995e-05]
[5399, 7.882108554305571e-05]
[6207, 7.883118459008136e-05]
[8161, 7.883681382798302e-05]
[6719, 7.884350984110373e-05]
[7902, 7.884533920765844e-05]
[2818, 7.886186653280093e-05]
[3647, 7.886506725118731e-05]
[4704, 7.886515673333269e-05]
[559, 7.888501784620359e-05]
[8660, 7.8888810288762e-05]
[9223, 7.889292540651233e-05]
[5839, 7.889338521785667e-05]
[5562, 7.889615980539445e-05]
[4228, 7.890115123932851e-05]
[3709, 7.890387850430237e-05]
[3712, 7.890387850430237e-05]
[4506, 7.890457142614947e-05]
[3168, 7.890497436398917e-05]
[4108, 7.890840492723711e-05]
[8140, 7.8919279950916e-05]
[9916, 7.892188347073247e-05]
[1979, 7.893279974995033e-05]
[6583, 7.894063698330422e-05]
[4752, 7.894291277692685e-05]
[2815, 7.895175284133483e-05]
[7438, 7.895877014980378e-05]
[2441, 7.896394404346067e-05]
[5095, 7.89662375162985e-05]
[7334, 7.897081901840584e-05]
[4350, 7.89737412829667e-05]
[8053, 7.897615634463377e-05]
[6375, 7.897917307242827e-05]
[3002, 7.897936505902941e-05]
[8325, 7.898289978276827e-05]
[9135, 7.898532062348901e-05]
[2500, 7.898756673450715e-05]
[2501, 7.898756673450715e-05]
[2503, 7.898756673450715e-05]
[8142, 7.899390237467828e-05]
[8406, 7.901288869886817e-05]
[8000, 7.901334518540485e-05]
[7840, 7.902531993618099e-05]
[8184, 7.902676674765286e-05]
[552, 7.902727301024154e-05]
[7420, 7.902835351508957e-05]
[5888, 7.902949778516705e-05]
[6549, 7.90314576862342e-05]
[6524, 7.90491676926245e-05]
[2376, 7.905188134291518e-05]
[8805, 7.905542155793385e-05]
[7426, 7.906048166006716e-05]
[7929, 7.90687887742175e-05]
[8673, 7.906946129185156e-05]
[2371, 7.907118693036443e-05]
[9377, 7.907266265889927e-05]
[3542, 7.908353294378356e-05]
[7917, 7.909682720158974e-05]
[2049, 7.909960272305206e-05]
[2079, 7.911230384882441e-05]
[556, 7.911372628599712e-05]
[9570, 7.911439759795487e-05]
[72, 7.911616598092146e-05]
[4928, 7.911861394338689e-05]
[4270, 7.911935681847356e-05]
[3017, 7.912679213717766e-05]
[7627, 7.913024273020553e-05]
[9665, 7.913619097229556e-05]
[8414, 7.913857051434117e-05]
[1992, 7.913959639241797e-05]
[5458, 7.915048708576996e-05]
[5725, 7.915208736986214e-05]
[6455, 7.918209739368283e-05]
[8786, 7.918512528885876e-05]
[2716, 7.91885737919693e-05]
[5351, 7.920143691098859e-05]
[7535, 7.920524092074262e-05]
[7021, 7.922615157410584e-05]
[7129, 7.923411902852481e-05]
[5472, 7.924216040539566e-05]
[1463, 7.92434862424352e-05]
[1967, 7.924481740133853e-05]
[4137, 7.925085355204164e-05]
[5951, 7.92560535789297e-05]
[5724, 7.927596681262124e-05]
[5628, 7.92833185379129e-05]
[4531, 7.929243251995701e-05]
[9401, 7.929426067561482e-05]
[10057, 7.92948962779214e-05]
[1355, 7.929915597843943e-05]
[8027, 7.931157250259771e-05]
[9720, 7.931159426360011e-05]
[997, 7.932345218339287e-05]
[2099, 7.932401372346426e-05]
[2101, 7.932401372346426e-05]
[2103, 7.932401372346426e-05]
[2104, 7.932401372346426e-05]
[2105, 7.932401372346426e-05]
[1337, 7.933040530574249e-05]
[1466, 7.933261067025161e-05]
[5883, 7.933592845718261e-05]
[6614, 7.93517513992311e-05]
[917, 7.93540875945468e-05]
[6283, 7.935549149543879e-05]
[7643, 7.935647501091422e-05]
[7435, 7.936223011272742e-05]
[3545, 7.936298975215453e-05]
[6899, 7.936444861745917e-05]
[7192, 7.936502992457472e-05]
[4905, 7.93686151193078e-05]
[6924, 7.937721055377721e-05]
[1358, 7.938765608739141e-05]
[1360, 7.938765608739141e-05]
[9003, 7.939700010239956e-05]
[6821, 7.940188802399641e-05]
[4405, 7.940289100535936e-05]
[2711, 7.940392258224649e-05]
[2712, 7.940392258224649e-05]
[2146, 7.941032783020317e-05]
[6707, 7.942167035998563e-05]
[7429, 7.943517946515125e-05]
[4662, 7.944056628177856e-05]
[3309, 7.945618367486077e-05]
[3312, 7.945618367486077e-05]
[1781, 7.946129994642403e-05]
[5650, 7.946451748305944e-05]
[6172, 7.947217789028823e-05]
[7955, 7.947912312683924e-05]
[7874, 7.947982345813637e-05]
[2920, 7.948993280707362e-05]
[1793, 7.949099211314541e-05]
[3347, 7.949873417337444e-05]
[3340, 7.950590245978597e-05]
[6941, 7.950998318187778e-05]
[2671, 7.952396405546013e-05]
[3854, 7.953590889985233e-05]
[6126, 7.955191865112895e-05]
[3628, 7.955905797451407e-05]
[9024, 7.956235972307466e-05]
[7103, 7.956271316509314e-05]
[3371, 7.957621937558282e-05]
[5276, 7.957770290807077e-05]
[4174, 7.95827708164849e-05]
[5915, 7.95880511776752e-05]
[6403, 7.959724281914595e-05]
[10090, 7.959761621659348e-05]
[3405, 7.960192217947075e-05]
[3427, 7.960224764507859e-05]
[7631, 7.961896735010506e-05]
[4603, 7.962212809939218e-05]
[8862, 7.963027847241559e-05]
[5352, 7.963694246165853e-05]
[4250, 7.964056236183751e-05]
[2795, 7.964912616910733e-05]
[9091, 7.965214959092445e-05]
[9265, 7.965887427632765e-05]
[5529, 7.96593657255731e-05]
[3828, 7.966467032698111e-05]
[1128, 7.967002807796305e-05]
[9018, 7.967443412602712e-05]
[9106, 7.967759672615005e-05]
[3554, 7.968095489497084e-05]
[158, 7.969475849320898e-05]
[5109, 7.970500816727757e-05]
[7033, 7.97154879738927e-05]
[7705, 7.971656447263486e-05]
[1192, 7.972137252505309e-05]
[8710, 7.972383242833791e-05]
[3873, 7.973015324363272e-05]
[3284, 7.973056407075057e-05]
[2792, 7.974304914926303e-05]
[4102, 7.975616143397198e-05]
[380, 7.976197175617946e-05]
[7468, 7.976253878669733e-05]
[6688, 7.977218336049733e-05]
[6304, 7.98004964471686e-05]
[196, 7.98123638580659e-05]
[2249, 7.982031000079113e-05]
[8585, 7.983410345546825e-05]
[3994, 7.984456971482423e-05]
[1977, 7.984461129248853e-05]
[3704, 7.985054487889658e-05]
[3090, 7.985388873518616e-05]
[2876, 7.986803044452966e-05]
[3051, 7.987499820867724e-05]
[4158, 7.987837110095142e-05]
[8759, 7.98874491541335e-05]
[8989, 7.989048766511547e-05]
[2496, 7.990030985080544e-05]
[1044, 7.990597500120824e-05]
[3608, 7.991210773142655e-05]
[251, 7.991705785545704e-05]
[5333, 7.992088187210893e-05]
[6586, 7.992335014910321e-05]
[8890, 7.992483498739951e-05]
[1326, 7.992871623671211e-05]
[5509, 7.993609938795505e-05]
[6991, 7.994592263316298e-05]
[8758, 7.994758801668582e-05]
[5909, 7.997339533531014e-05]
[5712, 7.997473263737709e-05]
[6210, 7.997498676807607e-05]
[1939, 7.998893276205178e-05]
[8217, 8.000167306491745e-05]
[6226, 8.000931274995302e-05]
[2868, 8.001507548125274e-05]
[3337, 8.00236781493099e-05]
[5836, 8.002727395200259e-05]
[9636, 8.002770810965555e-05]
[6979, 8.002885187279984e-05]
[4149, 8.003022333529197e-05]
[295, 8.003289658235606e-05]
[4330, 8.003858803693067e-05]
[42, 8.004117784392663e-05]
[6510, 8.004635524164445e-05]
[2525, 8.00599319181218e-05]
[9086, 8.006007154262691e-05]
[377, 8.006336186129257e-05]
[5777, 8.0071975075341e-05]
[9217, 8.008036348679853e-05]
[3404, 8.008275492530998e-05]
[6026, 8.008853043142461e-05]
[5213, 8.00908027822746e-05]
[573, 8.009238259463792e-05]
[9633, 8.009296102635087e-05]
[902, 8.009699171051667e-05]
[8495, 8.010416646043303e-05]
[9614, 8.011438334994921e-05]
[7843, 8.012555581606977e-05]
[1201, 8.01329600714589e-05]
[4150, 8.014632987856915e-05]
[3617, 8.014888780747007e-05]
[9759, 8.01515485703954e-05]
[6212, 8.015580065642005e-05]
[464, 8.016296399464573e-05]
[6622, 8.017140051744664e-05]
[2893, 8.018074157896408e-05]
[6277, 8.018176962236975e-05]
[6625, 8.021489334036047e-05]
[9093, 8.021701493543743e-05]
[2052, 8.022241874010777e-05]
[9744, 8.02347745541769e-05]
[10122, 8.0237972779492e-05]
[9826, 8.024064018964148e-05]
[5306, 8.024597327510951e-05]
[3306, 8.02491772022168e-05]
[9675, 8.025674858445066e-05]
[7007, 8.026385836934712e-05]
[844, 8.027550016776933e-05]
[5357, 8.02925228678643e-05]
[123, 8.0294398008217e-05]
[8375, 8.029482935112508e-05]
[4760, 8.030598660514705e-05]
[4234, 8.031009380780408e-05]
[4236, 8.031009380780408e-05]
[4237, 8.031009380780408e-05]
[2446, 8.031128831819485e-05]
[445, 8.0315788478403e-05]
[4176, 8.031624163793412e-05]
[6650, 8.031818850237877e-05]
[9198, 8.032287850920551e-05]
[6681, 8.033288243598322e-05]
[513, 8.033764831736827e-05]
[8812, 8.033970888800085e-05]
[4062, 8.034211802581456e-05]
[2423, 8.036413182866688e-05]
[201, 8.036727210891689e-05]
[7832, 8.036730937027979e-05]
[8524, 8.037162178526898e-05]
[3615, 8.038282561361861e-05]
[5110, 8.038483481158554e-05]
[1312, 8.038933766662191e-05]
[8612, 8.039126805233056e-05]
[676, 8.039475167492108e-05]
[601, 8.041855587942118e-05]
[2054, 8.042404448387423e-05]
[4397, 8.042705890516416e-05]
[4608, 8.044328436605069e-05]
[3731, 8.044344765751067e-05]
[7511, 8.044498784819591e-05]
[6727, 8.046692278270299e-05]
[5591, 8.046936868708288e-05]
[2698, 8.047655709296766e-05]
[5088, 8.047742966410984e-05]
[2363, 8.047805764205976e-05]
[3870, 8.048574915581209e-05]
[4242, 8.048621691390137e-05]
[2956, 8.048930447272574e-05]
[8280, 8.049438556280056e-05]
[9601, 8.049679435250115e-05]
[7552, 8.051107849403376e-05]
[7836, 8.052767250658274e-05]
[8423, 8.054486354829435e-05]
[6178, 8.054548785011921e-05]
[4788, 8.055717357729442e-05]
[4377, 8.055762692578727e-05]
[1123, 8.05582402109906e-05]
[5838, 8.057176054592164e-05]
[8012, 8.059083671513721e-05]
[4886, 8.059387844710028e-05]
[7195, 8.059619777366276e-05]
[4553, 8.059773733051971e-05]
[8314, 8.06040389710095e-05]
[1866, 8.060873392848592e-05]
[2943, 8.061829613258753e-05]
[5401, 8.06238212118823e-05]
[6910, 8.062922989680815e-05]
[7446, 8.063557288031859e-05]
[1873, 8.063960340898657e-05]
[1874, 8.063960340898657e-05]
[1875, 8.063960340898657e-05]
[1876, 8.063960340898657e-05]
[1877, 8.063960340898657e-05]
[1878, 8.063960340898657e-05]
[1880, 8.063960340898657e-05]
[1882, 8.063960340898657e-05]
[8977, 8.064433905097371e-05]
[7960, 8.064445971714176e-05]
[4413, 8.065026488657183e-05]
[4927, 8.065199448726364e-05]
[7095, 8.065888229582768e-05]
[2627, 8.06635203245298e-05]
[6900, 8.066380812483842e-05]
[5757, 8.06706459825697e-05]
[8147, 8.068178753625399e-05]
[8149, 8.068178753625399e-05]
[4109, 8.06866956260303e-05]
[7328, 8.069296879789199e-05]
[2726, 8.069609978842629e-05]
[1791, 8.070497579106037e-05]
[2445, 8.07157763077645e-05]
[4952, 8.071897923331788e-05]
[972, 8.072771422274734e-05]
[1283, 8.07541250534846e-05]
[4787, 8.07857621121085e-05]
[2168, 8.078760605373511e-05]
[2860, 8.078846370498636e-05]
[9307, 8.080112039644646e-05]
[4926, 8.080633128191252e-05]
[2334, 8.080683946664989e-05]
[2335, 8.080683946664989e-05]
[1286, 8.081144136375684e-05]
[1799, 8.0815565549444e-05]
[8791, 8.083410947033073e-05]
[2612, 8.084159054526068e-05]
[5546, 8.085114899808774e-05]
[3278, 8.086594189319551e-05]
[3804, 8.086931877274633e-05]
[2428, 8.087157906705543e-05]
[4393, 8.088369010654445e-05]
[4483, 8.089867908701463e-05]
[4503, 8.090963860554837e-05]
[5664, 8.091458841466518e-05]
[1017, 8.092204709981772e-05]
[6106, 8.092495644677886e-05]
[2114, 8.09287473270971e-05]
[2118, 8.09287473270971e-05]
[2120, 8.09287473270971e-05]
[7223, 8.09302569741156e-05]
[4702, 8.093173904547976e-05]
[3229, 8.093605142322582e-05]
[7697, 8.093810604995678e-05]
[4044, 8.094543331936813e-05]
[4066, 8.095813692073737e-05]
[951, 8.096100691149297e-05]
[5771, 8.096136044194135e-05]
[6584, 8.096637637099494e-05]
[3760, 8.097092548488302e-05]
[5918, 8.097159346360995e-05]
[4475, 8.097590122369995e-05]
[2606, 8.097775939862445e-05]
[3893, 8.098178914815371e-05]
[8939, 8.099684819949253e-05]
[8875, 8.101287440606913e-05]
[7072, 8.10143772425876e-05]
[1407, 8.101520732351889e-05]
[5985, 8.101977583840615e-05]
[2324, 8.102068457644082e-05]
[1681, 8.102313806628079e-05]
[5083, 8.10265832011762e-05]
[7545, 8.104630532380818e-05]
[4695, 8.105189897203429e-05]
[3883, 8.106857345982179e-05]
[792, 8.108152537333851e-05]
[5147, 8.11028563589658e-05]
[4972, 8.110877675864125e-05]
[8033, 8.111104224359331e-05]
[3375, 8.111323405707644e-05]
[5460, 8.112424113578608e-05]
[9433, 8.115258506748605e-05]
[5326, 8.115353293795212e-05]
[4917, 8.115411905805901e-05]
[2515, 8.11544000386549e-05]
[8728, 8.116045947615259e-05]
[4813, 8.117114502682654e-05]
[4557, 8.1172823487653e-05]
[6328, 8.117294712066762e-05]
[6444, 8.118074398717344e-05]
[4983, 8.118606371448148e-05]
[7939, 8.120065214466128e-05]
[7639, 8.120688356170203e-05]
[4693, 8.121677802011966e-05]
[7671, 8.123142108839908e-05]
[4415, 8.123465133029973e-05]
[6330, 8.12383152311604e-05]
[8784, 8.123848784300014e-05]
[5899, 8.123953327126104e-05]
[8409, 8.12396884692141e-05]
[6066, 8.124135312278826e-05]
[490, 8.124776766547446e-05]
[8183, 8.125519512801373e-05]
[6368, 8.12555218992391e-05]
[1396, 8.125891949924798e-05]
[4194, 8.127144632485642e-05]
[5627, 8.127234807919523e-05]
[5468, 8.127920479851393e-05]
[5950, 8.127984857368906e-05]
[3995, 8.128726889046326e-05]
[4326, 8.129842909556539e-05]
[5200, 8.130160584585798e-05]
[7954, 8.130201034807296e-05]
[4204, 8.130991357229681e-05]
[5252, 8.131222943350114e-05]
[6398, 8.131424772470201e-05]
[1620, 8.131445534564764e-05]
[2786, 8.135416219151308e-05]
[191, 8.135629364520869e-05]
[6456, 8.135791759798536e-05]
[7005, 8.136040979178652e-05]
[8839, 8.136362353595002e-05]
[8842, 8.13778165278637e-05]
[4844, 8.138211077570462e-05]
[808, 8.138220541479772e-05]
[274, 8.138795466642957e-05]
[828, 8.141095253847382e-05]
[8819, 8.143158252228221e-05]
[6528, 8.146802522314268e-05]
[3160, 8.1468397050375e-05]
[5113, 8.147214460643552e-05]
[6874, 8.150146924092725e-05]
[3619, 8.150611111237204e-05]
[5824, 8.151755830371438e-05]
[7183, 8.152148526351918e-05]
[3171, 8.152640975676131e-05]
[5009, 8.153626304967856e-05]
[9740, 8.155933968378739e-05]
[3517, 8.156226168232391e-05]
[4749, 8.156358359703756e-05]
[3850, 8.1579895123446e-05]
[4592, 8.158644217243883e-05]
[2729, 8.160003517423408e-05]
[728, 8.160021643470691e-05]
[729, 8.160021643470691e-05]
[6299, 8.160298839502511e-05]
[1822, 8.160573383960937e-05]
[7360, 8.160602976057865e-05]
[5926, 8.162830191234229e-05]
[5205, 8.162927441939017e-05]
[1993, 8.164035404032153e-05]
[8843, 8.164901981585152e-05]
[6253, 8.165092229749961e-05]
[6127, 8.165421612226921e-05]
[4196, 8.16589453678952e-05]
[3842, 8.166125645996572e-05]
[1694, 8.167464754743629e-05]
[579, 8.169285189139135e-05]
[3848, 8.171467251747255e-05]
[4992, 8.172179487766267e-05]
[1348, 8.172337799656251e-05]
[6897, 8.172590559715934e-05]
[4192, 8.173646796662314e-05]
[6278, 8.175143564050221e-05]
[8737, 8.175277151165605e-05]
[4812, 8.176215040763758e-05]
[2470, 8.177547523674829e-05]
[3899, 8.177867063875292e-05]
[6392, 8.17911794623353e-05]
[420, 8.179779939474391e-05]
[9145, 8.180763680916916e-05]
[771, 8.18166292026684e-05]
[5876, 8.181880735464944e-05]
[7719, 8.182270379057015e-05]
[5254, 8.182374315463174e-05]
[3897, 8.182502090709379e-05]
[415, 8.182590996075388e-05]
[5365, 8.182866014401441e-05]
[6423, 8.183850457208177e-05]
[1796, 8.185065158352545e-05]
[5207, 8.185935612573321e-05]
[1153, 8.186317523027204e-05]
[1496, 8.18671467042997e-05]
[9374, 8.188459146439732e-05]
[7728, 8.188852673822236e-05]
[3786, 8.189527723252364e-05]
[1556, 8.190739106909794e-05]
[3057, 8.191252435129605e-05]
[3338, 8.191412425180783e-05]
[3924, 8.192272944554577e-05]
[4304, 8.192930112751654e-05]
[8107, 8.194428721522921e-05]
[355, 8.196131771598638e-05]
[7067, 8.196717470534501e-05]
[6946, 8.198173123513043e-05]
[5144, 8.199306160156868e-05]
[7752, 8.200244827820028e-05]
[3481, 8.200725829829993e-05]
[2043, 8.200789362009146e-05]
[3479, 8.201578235665154e-05]
[2284, 8.201605930943317e-05]
[2286, 8.201605930943317e-05]
[6861, 8.201649849129221e-05]
[5025, 8.202619700878655e-05]
[5898, 8.202620748122673e-05]
[9505, 8.20387772592454e-05]
[9214, 8.204066119182803e-05]
[5455, 8.204737536830204e-05]
[4761, 8.206380504672207e-05]
[10438, 8.208984128361803e-05]
[8810, 8.209126620903113e-05]
[2057, 8.212446532894516e-05]
[5818, 8.212558465014288e-05]
[6544, 8.21277906786016e-05]
[3968, 8.213031872875826e-05]
[1966, 8.214942411260738e-05]
[7138, 8.21577159322529e-05]
[7509, 8.217235576617131e-05]
[5307, 8.217942400696897e-05]
[6303, 8.218444972974915e-05]
[7487, 8.218540266739406e-05]
[3108, 8.218610428183817e-05]
[359, 8.220865840241291e-05]
[930, 8.223123146388223e-05]
[7128, 8.223711833540245e-05]
[4013, 8.223813208320187e-05]
[1838, 8.224528209117367e-05]
[7353, 8.226007333031671e-05]
[861, 8.226269623677635e-05]
[3144, 8.226293138374928e-05]
[361, 8.22672267917152e-05]
[7709, 8.226860998817064e-05]
[8781, 8.228178604023786e-05]
[4451, 8.228733389818901e-05]
[4562, 8.228979163445148e-05]
[3732, 8.229263529539485e-05]
[5577, 8.23033597590366e-05]
[3524, 8.230501011075355e-05]
[3526, 8.230501011075355e-05]
[142, 8.232925382127887e-05]
[5867, 8.233521132519235e-05]
[3838, 8.234029709909918e-05]
[5622, 8.234687601450884e-05]
[1063, 8.235327847438148e-05]
[6271, 8.235356912772912e-05]
[3537, 8.235372450636881e-05]
[4867, 8.235623598856218e-05]
[8278, 8.236944650486472e-05]
[879, 8.236962780461867e-05]
[3742, 8.23927003947423e-05]
[5530, 8.239614561621973e-05]
[9211, 8.241387574858491e-05]
[10603, 8.241414591477346e-05]
[10841, 8.241645482981363e-05]
[3909, 8.24260115487175e-05]
[3122, 8.242680280448046e-05]
[5439, 8.243252191944663e-05]
[10531, 8.243304058866646e-05]
[2841, 8.24636103519727e-05]
[1121, 8.247200685728112e-05]
[7514, 8.247797199193392e-05]
[5071, 8.247824471093118e-05]
[4259, 8.24879087556617e-05]
[1898, 8.250289343375398e-05]
[4010, 8.250603942268345e-05]
[9117, 8.252208587176832e-05]
[109, 8.253307967222963e-05]
[8974, 8.253577007525585e-05]
[6034, 8.255029722876599e-05]
[4182, 8.255361203702904e-05]
[739, 8.256464107829751e-05]
[4398, 8.256634065434829e-05]
[6114, 8.256785635303695e-05]
[3544, 8.257155546701603e-05]
[3971, 8.257441781883667e-05]
[4307, 8.257656956260478e-05]
[1132, 8.257843876035331e-05]
[1561, 8.259049641695116e-05]
[7490, 8.259532918317333e-05]
[4154, 8.260024830945365e-05]
[3632, 8.260943699814791e-05]
[3634, 8.260943699814791e-05]
[3933, 8.262069550863337e-05]
[3111, 8.262145351871058e-05]
[8980, 8.263386964417401e-05]
[4186, 8.263419807610282e-05]
[2809, 8.263734738574695e-05]
[1444, 8.264387640195677e-05]
[4420, 8.264461051790705e-05]
[23, 8.264924504618648e-05]
[5774, 8.266377224220548e-05]
[6014, 8.266400226067421e-05]
[1563, 8.266945510291166e-05]
[1828, 8.26752799161989e-05]
[7972, 8.267787876655794e-05]
[5354, 8.268356874195047e-05]
[8934, 8.269987559343393e-05]
[2823, 8.270344271797023e-05]
[3116, 8.270562585360822e-05]
[10120, 8.27105408179594e-05]
[2861, 8.271200737619916e-05]
[5940, 8.271423619299795e-05]
[278, 8.271472860240406e-05]
[6794, 8.272593079795825e-05]
[4789, 8.27282972628378e-05]
[1387, 8.273345095449912e-05]
[1390, 8.273345095449912e-05]
[1392, 8.273345095449912e-05]
[1394, 8.273345095449912e-05]
[2567, 8.275388879810876e-05]
[2281, 8.276656038285182e-05]
[2550, 8.276840277159459e-05]
[4262, 8.276992274035078e-05]
[530, 8.277384398116123e-05]
[5645, 8.27740612739761e-05]
[2252, 8.277411464880083e-05]
[7019, 8.278268246714362e-05]
[5384, 8.278648962622078e-05]
[4286, 8.280092613499204e-05]
[1745, 8.28081670611212e-05]
[6048, 8.28343151495878e-05]
[4179, 8.283982628190348e-05]
[2432, 8.28485632699824e-05]
[1335, 8.284860277915301e-05]
[4107, 8.285931072962165e-05]
[3207, 8.286591042040074e-05]
[2573, 8.286606962319572e-05]
[768, 8.28660905735185e-05]
[2004, 8.287064808841544e-05]
[8735, 8.287700941256137e-05]
[4811, 8.28790361180076e-05]
[2925, 8.288107029969197e-05]
[242, 8.288224599423328e-05]
[7374, 8.288699531975612e-05]
[4216, 8.288933374219332e-05]
[6504, 8.290278573773804e-05]
[4932, 8.291506192753824e-05]
[4331, 8.292625488767432e-05]
[6843, 8.292857816602977e-05]
[2227, 8.293591709429478e-05]
[4306, 8.295499999442362e-05]
[1425, 8.296243869667856e-05]
[7872, 8.300682650286736e-05]
[604, 8.302193430369339e-05]
[4767, 8.30247742125997e-05]
[6000, 8.30280931650544e-05]
[6464, 8.303386541384303e-05]
[6891, 8.303475685276929e-05]
[7748, 8.304095418458718e-05]
[10865, 8.305326935929304e-05]
[8354, 8.30569986760651e-05]
[5820, 8.305867273353994e-05]
[4646, 8.307095926802626e-05]
[3989, 8.307303225124173e-05]
[6180, 8.30751976861979e-05]
[6254, 8.310776878211767e-05]
[8998, 8.312455006434745e-05]
[4459, 8.313134372815339e-05]
[4378, 8.313239358594367e-05]
[9112, 8.31354505138106e-05]
[2743, 8.313675625061329e-05]
[8816, 8.314966784228508e-05]
[3562, 8.315284892075373e-05]
[3372, 8.315536291237443e-05]
[1801, 8.31641444895045e-05]
[2659, 8.316853316239038e-05]
[1297, 8.316947537515912e-05]
[2874, 8.319220551025286e-05]
[300, 8.319984699811089e-05]
[5146, 8.320041507432587e-05]
[6784, 8.320145680701102e-05]
[9844, 8.320641755654193e-05]
[4720, 8.320787514637169e-05]
[4658, 8.321263092223689e-05]
[5125, 8.322492821706198e-05]
[5620, 8.323278094406138e-05]
[4571, 8.323501224130336e-05]
[758, 8.323670673137423e-05]
[8922, 8.324641775587351e-05]
[8222, 8.324804204111534e-05]
[7472, 8.325568581440956e-05]
[6148, 8.326284089466273e-05]
[4542, 8.326298736479365e-05]
[3922, 8.328844681352828e-05]
[5754, 8.32947289893364e-05]
[3059, 8.330688531808309e-05]
[9116, 8.331094743223088e-05]
[2178, 8.33158789970125e-05]
[1397, 8.332500471979989e-05]
[3329, 8.333544104800145e-05]
[2429, 8.333619567195698e-05]
[1565, 8.33479697910452e-05]
[4751, 8.335856046956703e-05]
[4207, 8.335952376399658e-05]
[7134, 8.33617349384524e-05]
[154, 8.336579694547478e-05]
[4539, 8.336691604001625e-05]
[4526, 8.336883948874702e-05]
[4418, 8.338041217536478e-05]
[7333, 8.340570396240697e-05]
[8265, 8.34059968589139e-05]
[1585, 8.34131564248599e-05]
[3191, 8.341480264451129e-05]
[3610, 8.342691478438053e-05]
[6883, 8.343540135990003e-05]
[2982, 8.346211052827246e-05]
[6793, 8.347844596870492e-05]
[511, 8.348004728761261e-05]
[10288, 8.348830316425006e-05]
[2656, 8.348903683274851e-05]
[8124, 8.349824204055975e-05]
[4123, 8.350289992304894e-05]
[5779, 8.350580543759132e-05]
[2919, 8.350951379853947e-05]
[3308, 8.351596958415446e-05]
[3955, 8.351611307636975e-05]
[5575, 8.353296323219504e-05]
[6441, 8.353343478480297e-05]
[285, 8.353661666116698e-05]
[4522, 8.355268401701499e-05]
[3077, 8.355806602204561e-05]
[7611, 8.356018295138885e-05]
[4232, 8.356229353217839e-05]
[4254, 8.356477088931094e-05]
[2375, 8.357889508721225e-05]
[501, 8.357937341572797e-05]
[3699, 8.363581407778856e-05]
[2216, 8.364383150552883e-05]
[3050, 8.365455406996236e-05]
[5877, 8.365770324120099e-05]
[2728, 8.366671510078258e-05]
[5052, 8.366918377288425e-05]
[2033, 8.366976783513684e-05]
[6322, 8.367040761967483e-05]
[4971, 8.367510692509878e-05]
[3220, 8.368251666264168e-05]
[2422, 8.368451082481777e-05]
[2519, 8.368464908628736e-05]
[2523, 8.368464908628736e-05]
[3477, 8.370348899717673e-05]
[4803, 8.37211931568527e-05]
[909, 8.372489645315037e-05]
[2678, 8.373355596975765e-05]
[2463, 8.373749413016842e-05]
[6773, 8.374518811203802e-05]
[5808, 8.3757819599037e-05]
[6508, 8.375822669073936e-05]
[9115, 8.376388089061935e-05]
[2160, 8.37758540887901e-05]
[5479, 8.378350326436044e-05]
[8699, 8.378919535093101e-05]
[1276, 8.379329695595812e-05]
[4956, 8.379794250033414e-05]
[1126, 8.381770292352744e-05]
[5852, 8.382339224518594e-05]
[821, 8.384273073022976e-05]
[5536, 8.385090464016808e-05]
[6689, 8.385182263691552e-05]
[2201, 8.386381702166559e-05]
[6395, 8.386686678701345e-05]
[4279, 8.387291340874722e-05]
[1140, 8.387329763732934e-05]
[10183, 8.388464440401422e-05]
[5342, 8.389566821422639e-05]
[7135, 8.390184040019451e-05]
[5574, 8.390968024137164e-05]
[6256, 8.391856380622613e-05]
[4209, 8.392465361588482e-05]
[4605, 8.393356879599216e-05]
[3785, 8.394267919478352e-05]
[2366, 8.394843660740616e-05]
[5907, 8.39503849505689e-05]
[7595, 8.395041687568785e-05]
[3260, 8.397285876187222e-05]
[2777, 8.397547409749215e-05]
[8484, 8.397991922913255e-05]
[4344, 8.399108613572736e-05]
[891, 8.399133381389661e-05]
[9410, 8.399725448600053e-05]
[3943, 8.402165638114728e-05]
